word1	word2	score
complication	fewer	0.139
complication	complication	1.0
complication	symptom	0.151
complication	usual	0.091
complication	onset	0.093
complication	differential	0.075
complication	diagnosis	0.093
iraq	official	-0.132
iraq	language	-0.015
iraq	speaker	-0.019
iraq	representative	-0.037
iraq	prime	0.047
iraq	minister	0.035
speak	speaker	0.321
representative	speak	0.198
representative	republic	0.232
representative	several	0.086
katie	spouse	-0.011
katie	relative	-0.053
cassidy	spouse	-0.176
cassidy	relative	-0.038
jodie	spouse	-0.017
jodie	occupation	-0.017
jodie	residence	-0.084
jodie	year	-0.076
whittaker	year	-0.008
advisor	karl	0.008
advisor	ferdinand	-0.019
advisor	braun	-0.025
advisor	least	-0.06
advisor	award	0.038
advisor	le	0.015
colonel	owner	-0.003
colonel	name	0.012
colonel	known	-0.02
meow	owner	0.181
meow	name	-0.01
breed	colonel	0.026
breed	meow	0.073
breed	owner	0.144
breed	le	-0.002
cognac	variant	0.072
cognac	flavour	0.133
cognac	type	0.034
cognac	country	0.051
cognac	origin	0.042
cognac	manufacturer	0.01
come	variant	0.035
come	flavour	0.023
come	type	-0.053
come	country	0.086
come	origin	0.108
come	manufacturer	0.036
flavour	variant	0.121
flavour	le	-0.149
flavour	several	-0.027
flavour	least	0.019
flavour	many	-0.013
knowledge	question	0.012
knowledge	test	0.019
knowledge	least	0.011
knowledge	knowledge	1.0
knowledge	skill	0.397
knowledge	tested	0.016
knowledge	score	0.03
knowledge	range	0.03
knowledge	le	-0.016
knowledge	several	-0.003
knowledge	many	0.017
dat	knowledge	0.116
dat	skill	-0.017
dat	tested	-0.065
dat	score	-0.067
dat	grade	-0.029
dat	range	-0.035
dat	fee	0.066
question	skill	-0.014
question	tested	0.12
question	score	0.041
question	range	-0.02
skill	test	0.025
test	tested	0.642
fee	question	0.015
fee	test	-0.005
fee	least	-0.005
fee	knowledge	-0.046
fee	le	0.014
fee	several	-0.129
fee	many	-0.084
fee	international	0.029
fee	language	0.057
fee	testing	0.018
fee	system	0.002
fee	ha	0.072
fee	part	0.097
fatty	type	0.037
fatty	frequency	-0.011
fatty	method	-0.026
fatty	name	-0.001
fatty	symptom	-0.07
fatty	prognosis	0.019
liver	type	0.036
liver	method	-0.1
liver	name	0.036
liver	symptom	0.037
liver	prognosis	0.147
medication	treatment	0.448
medication	medication	1.0
international	offered	-0.002
international	type	-0.026
international	purpose	-0.049
english	offered	0.045
english	type	-0.005
english	purpose	0.049
english	fee	0.089
offered	testing	0.028
offered	system	0.019
offered	part	0.07
offered	several	0.134
testing	type	0.005
part	type	0.143
part	purpose	0.17
purpose	testing	0.034
purpose	system	-0.004
town	ward	0.15
christchurch	ward	0.069
christchurch	territorial	0.007
christchurch	island	0.145
territorial	town	0.084
territorial	ward	0.188
authority	town	0.103
authority	christchurch	0.055
authority	ha	0.068
authority	main	-0.033
authority	ward	-0.069
authority	many	-0.017
authority	several	0.016
cyril	known	-0.003
cyril	year	-0.039
cyril	service	-0.002
cyril	occupation	0.002
porte	year	-0.042
porte	service	0.011
military	year	-0.001
military	service	0.197
military	occupation	0.195
migraine	risk	0.018
migraine	symptom	0.288
dr	spouse	0.105
dr	residence	0.157
dr	name	0.021
s.	spouse	0.058
pemberton	spouse	0.003
pemberton	residence	0.019
bmw	designer	-0.035
bmw	layout	0.011
bmw	body	0.147
bmw	style	0.033
bmw	manufacturer	0.105
designer	series	-0.019
designer	le	0.005
designer	main	0.046
designer	designer	1.0
designer	layout	0.268
designer	style	0.236
designer	manufacturer	0.376
designer	several	0.083
designer	many	0.079
designer	least	-0.015
designer	exactly	0.003
layout	series	-0.122
layout	le	0.035
layout	main	0.107
layout	several	-0.018
layout	many	0.024
layout	least	-0.003
body	series	0.033
body	le	-0.09
body	main	0.021
body	designer	-0.068
body	exactly	0.0
series	style	0.069
cuba	official	-0.016
cuba	language	-0.043
cuba	first	0.008
cuba	secretary	0.007
cuba	party	-0.05
cuba	vice	0.029
cuba	president	0.08
cuba	legislature	0.002
cuba	national	-0.042
cuba	ethnic	-0.042
cuba	group	0.005
communist	republic	0.192
communist	cuba	0.353
communist	ha	0.042
communist	least	0.031
communist	official	0.051
communist	language	-0.032
communist	exactly	-0.054
communist	le	0.062
president	republic	0.232
president	worked	-0.028
president	president	1.0
president	succeeded	0.163
president	several	0.017
legislature	republic	0.118
legislature	official	-0.023
legislature	many	-0.035
legislature	several	-0.028
assembly	republic	0.106
assembly	cuba	-0.131
assembly	ha	-0.023
assembly	official	-0.032
assembly	language	0.106
assembly	le	-0.018
ethnic	republic	0.094
ethnic	ha	0.121
ethnic	many	-0.001
ethnic	official	-0.114
ethnic	language	0.146
ethnic	several	0.006
group	republic	-0.043
group	ha	0.11
group	many	0.008
group	official	-0.102
group	language	-0.048
group	several	0.046
dhruva	produced	0.075
dhruva	running	0.006
dhruva	time	-0.076
dhruva	production	0.022
dhruva	written	0.015
dhruva	distributed	0.013
nationality	ngunaitponi	0.06
nationality	several	-0.043
ngunaitponi	parent	-0.038
ngunaitponi	spouse	-0.068
letterman	subject	0.009
letterman	spouse	0.017
letterman	notable	0.047
letterman	work	-0.046
letterman	role	-0.069
letterman	relative	-0.055
notable	wife	0.008
notable	several	0.33
wife	work	0.075
role	wife	-0.005
role	several	0.057
address	angelina	0.016
address	ha	-0.023
address	main	0.122
address	location	0.268
address	le	-0.005
address	least	0.032
address	many	0.025
address	several	0.024
jet	label	0.012
jet	year	-0.068
bailiwick	official	0.035
bailiwick	language	0.054
bailiwick	recognised	0.051
bailiwick	regional	0.095
bailiwick	government	0.004
bailiwick	chief	0.109
bailiwick	minister	-0.004
jersey	official	0.047
jersey	language	0.011
jersey	recognised	-0.017
jersey	regional	-0.042
jersey	minister	-0.05
recognised	several	0.04
regional	several	0.145
chief	jersey	-0.029
chief	ha	0.068
chief	le	0.083
chief	official	0.21
chief	language	0.047
faith	label	-0.06
faith	genre	0.082
mattis	president	0.15
mattis	succeeded	0.033
mattis	preceded	0.01
mattis	office	0.085
succeeded	worked	0.223
preceded	worked	0.156
preceded	president	0.018
office	worked	0.119
office	president	0.145
office	several	0.019
